Number,Time 197Au,197Au
18986,95.074,0
18987,95.079,0
18988,95.084,0
18989,95.089,0
18990,95.094,0
18991,95.099,0
18992,95.104,0
18993,95.109,0
18994,95.114,0
18995,95.119,0
18996,95.124,0
18997,95.129,0
18998,95.134,0
18999,95.139,0
19000,95.144,0
19001,95.149,0
19002,95.154,0
19003,95.159,0
19004,95.164,0
19005,95.169,0
19006,95.174,0
19007,95.179,0
19008,95.184,0
19009,95.189,200.0016
19010,95.194,0
19011,95.199,200.0016
19012,95.204,0
19013,95.209,32241.52709
19014,95.214,200.0016
19015,95.219,52911.74962
19016,95.224,0
19017,95.229,0
19018,95.234,200.0016
19019,95.239,0
19020,95.244,0
19021,95.249,0
19022,95.254,0
19023,95.259,0
19024,95.264,0
19025,95.269,0
19026,95.274,0
19027,95.279,0
19028,95.284,0
19029,95.289,0
19030,95.294,0
19031,95.299,0
19032,95.304,200.0016
19033,95.309,0
19034,95.314,0
19035,95.319,0
19036,95.324,0
19037,95.329,0
19038,95.334,200.0016
19039,95.339,200.0016
19040,95.344,0
19041,95.35,0
19042,95.355,0
19043,95.36,0
19044,95.365,0
19045,95.37,0
19046,95.375,0
19047,95.38,0
19048,95.385,0
19049,95.39,0
19050,95.395,0
19051,95.4,0
19052,95.405,0
19053,95.41,0
19054,95.415,0
19055,95.42,0
19056,95.425,0
19057,95.43,0
19058,95.435,0
19059,95.44,0
19060,95.445,0
19061,95.45,0
19062,95.455,0
19063,95.46,0
19064,95.465,0
19065,95.47,0
19066,95.475,200.0016
19067,95.48,0
19068,95.485,200.0016
19069,95.49,200.0016
19070,95.495,0
19071,95.5,400.0064001
19072,95.505,0
19073,95.51,0
19074,95.515,0
19075,95.52,0
19076,95.525,0
19077,95.53,0
19078,95.535,0
19079,95.54,0
19080,95.545,0
19081,95.55,0
19082,95.555,0
19083,95.56,200.0016
19084,95.565,0
19085,95.57,0
19086,95.575,0
19087,95.58,0
19088,95.585,0
19089,95.59,0
19090,95.595,0
19091,95.6,200.0016
19092,95.605,0
19093,95.61,0
19094,95.615,0
19095,95.62,0
19096,95.625,0
19097,95.63,0
19098,95.635,0
19099,95.64,200.0016
19100,95.645,61551.16967
19101,95.65,0
19102,95.655,0
19103,95.66,0
19104,95.665,0
19105,95.67,0
19106,95.675,0
19107,95.68,0
19108,95.685,0
19109,95.69,0
19110,95.695,0
19111,95.7,0
19112,95.705,0
19113,95.71,200.0016
19114,95.715,200.0016
19115,95.72,0
19116,95.725,400.0064001
19117,95.73,0
19118,95.735,0
19119,95.74,0
19120,95.745,400.0064001
19121,95.75,0
19122,95.755,0
19123,95.76,0
19124,95.765,0
19125,95.77,0
19126,95.775,0
19127,95.78,0
19128,95.785,47891.56868
19129,95.79,0
19130,95.795,0
19131,95.8,0
19132,95.805,0
19133,95.81,0
19134,95.815,0
19135,95.82,0
19136,95.825,0
19137,95.83,0
19138,95.835,0
19139,95.84,200.0016
19140,95.845,0
19141,95.85,0
19142,95.855,0
19143,95.86,0
19144,95.865,200.0016
19145,95.87,0
19146,95.875,200.0016
19147,95.88,0
19148,95.885,0
19149,95.89,400.0064001
19150,95.895,0
19151,95.9,0
19152,95.905,0
19153,95.91,200.0016
19154,95.915,200.0016
19155,95.92,0
19156,95.925,0
19157,95.93,0
19158,95.935,0
19159,95.94,0
19160,95.945,0
19161,95.95,0
19162,95.955,0
19163,95.96,0
19164,95.965,0
19165,95.97,0
19166,95.975,0
19167,95.98,0
19168,95.985,0
19169,95.99,0
19170,95.995,0
19171,96,0
19172,96.005,200.0016
19173,96.01,200.0016
19174,96.016,0
19175,96.021,0
19176,96.026,0
19177,96.031,0
19178,96.036,0
19179,96.041,0
19180,96.046,0
19181,96.051,0
19182,96.056,0
19183,96.061,0
19184,96.066,0
19185,96.071,200.0016
19186,96.076,0
19187,96.081,0
19188,96.086,0
19189,96.091,0
19190,96.096,0
19191,96.101,0
19192,96.106,0
19193,96.111,0
19194,96.116,0
19195,96.121,0
19196,96.126,200.0016
19197,96.131,0
19198,96.136,0
19199,96.141,0
19200,96.146,0
19201,96.151,0
19202,96.156,0
19203,96.161,0
19204,96.166,0
19205,96.171,0
19206,96.176,200.0016
19207,96.181,0
19208,96.186,0
19209,96.191,0
19210,96.196,0
19211,96.201,0
19212,96.206,0
19213,96.211,0
19214,96.216,0
19215,96.221,0
19216,96.226,0
19217,96.231,0
19218,96.236,0
19219,96.241,0
19220,96.246,200.0016
19221,96.251,0
19222,96.256,0
19223,96.261,0
19224,96.266,0
19225,96.271,200.0016
19226,96.276,0
19227,96.281,0
19228,96.286,0
19229,96.291,0
19230,96.296,0
19231,96.301,0
19232,96.306,0
19233,96.311,0
19234,96.316,200.0016
19235,96.321,0
19236,96.326,0
19237,96.331,0
19238,96.336,0
19239,96.341,0
19240,96.346,200.0016
19241,96.351,0
19242,96.356,0
19243,96.361,0
19244,96.366,0
19245,96.371,0
19246,96.376,0
19247,96.381,0
19248,96.386,200.0016
19249,96.391,0
19250,96.396,0
19251,96.401,0
19252,96.406,0
19253,96.411,0
19254,96.416,200.0016
19255,96.421,0
19256,96.426,0
19257,96.431,0
19258,96.436,0
19259,96.441,0
19260,96.446,0
19261,96.451,200.0016
19262,96.456,0
19263,96.461,0
19264,96.466,0
19265,96.471,0
19266,96.476,0
19267,96.481,0
19268,96.486,0
19269,96.491,0
19270,96.496,0
19271,96.501,0
19272,96.506,0
19273,96.511,200.0016
19274,96.516,200.0016
19275,96.521,200.0016
19276,96.526,0
19277,96.531,0
19278,96.536,0
19279,96.541,0
19280,96.546,0
19281,96.551,0
19282,96.556,0
19283,96.561,0
19284,96.566,0
19285,96.571,0
19286,96.576,200.0016
19287,96.581,0
19288,96.586,0
19289,96.591,0
19290,96.596,0
19291,96.601,0
19292,96.606,0
19293,96.611,0
19294,96.616,0
19295,96.621,0
19296,96.626,0
19297,96.631,0
19298,96.636,0
19299,96.641,0
19300,96.646,0
19301,96.651,200.0016
19302,96.656,0
19303,96.661,0
19304,96.666,0
19305,96.671,0
19306,96.676,0
19307,96.681,200.0016
19308,96.686,0
19309,96.692,0
19310,96.697,0
19311,96.702,0
19312,96.707,0
19313,96.712,0
19314,96.717,200.0016
19315,96.722,200.0016
19316,96.727,0
19317,96.732,200.0016
19318,96.737,200.0016
19319,96.742,0
19320,96.747,0
19321,96.752,0
19322,96.757,200.0016
19323,96.762,0
19324,96.767,0
19325,96.772,200.0016
19326,96.777,0
19327,96.782,0
19328,96.787,0
19329,96.792,0
19330,96.797,0
19331,96.802,0
19332,96.807,0
19333,96.812,0
19334,96.817,0
19335,96.822,0
19336,96.827,0
19337,96.832,0
19338,96.837,0
19339,96.842,200.0016
19340,96.847,0
19341,96.852,0
19342,96.857,400.0064001
19343,96.862,0
19344,96.867,0
19345,96.872,0
19346,96.877,0
19347,96.882,0
19348,96.887,0
19349,96.892,200.0016
19350,96.897,0
19351,96.902,0
19352,96.907,200.0016
19353,96.912,0
19354,96.917,0
19355,96.922,0
19356,96.927,200.0016
19357,96.932,0
19358,96.937,0
19359,96.942,0
19360,96.947,0
19361,96.952,0
19362,96.957,0
19363,96.962,0
19364,96.967,0
19365,96.972,0
19366,96.977,0
19367,96.982,0
19368,96.987,0
19369,96.992,0
19370,96.997,0
19371,97.002,0
19372,97.007,0
19373,97.012,0
19374,97.017,0
19375,97.022,0
19376,97.027,0
19377,97.032,0
19378,97.037,0
19379,97.042,0
19380,97.047,0
19381,97.052,0
19382,97.057,0
19383,97.062,0
19384,97.067,0
19385,97.072,0
19386,97.077,0
19387,97.082,0
19388,97.087,400.0064001
19389,97.092,0
19390,97.097,200.0016
19391,97.102,0
19392,97.107,0
19393,97.112,0
19394,97.117,0
19395,97.122,0
19396,97.127,0
19397,97.132,0
19398,97.137,200.0016
19399,97.142,0
19400,97.147,0
19401,97.152,0
19402,97.157,0
19403,97.162,0
19404,97.167,0
19405,97.172,0
19406,97.177,0
19407,97.182,0
19408,97.187,0
19409,97.192,0
19410,97.197,0
19411,97.202,0
19412,97.207,0
19413,97.212,0
19414,97.217,0
19415,97.222,0
19416,97.227,0
19417,97.232,0
19418,97.237,0
19419,97.242,0
19420,97.247,0
19421,97.252,0
19422,97.257,0
19423,97.262,0
19424,97.267,0
19425,97.272,0
19426,97.277,0
19427,97.282,0
19428,97.287,0
19429,97.292,0
19430,97.297,0
19431,97.302,0
19432,97.307,0
19433,97.312,0
19434,97.317,0
19435,97.322,0
19436,97.327,0
19437,97.332,0
19438,97.337,0
19439,97.342,0
19440,97.347,200.0016
19441,97.352,0
19442,97.358,0
19443,97.363,0
19444,97.368,0
19445,97.373,0
19446,97.378,0
19447,97.383,0
19448,97.388,0
19449,97.393,0
19450,97.398,200.0016
19451,97.403,200.0016
19452,97.408,0
19453,97.413,0
19454,97.418,200.0016
19455,97.423,0
19456,97.428,0
19457,97.433,0
19458,97.438,0
19459,97.443,0
19460,97.448,0
19461,97.453,0
19462,97.458,0
19463,97.463,0
19464,97.468,0
19465,97.473,0
19466,97.478,0
19467,97.483,0
19468,97.488,0
19469,97.493,0
19470,97.498,0
19471,97.503,0
19472,97.508,0
19473,97.513,0
19474,97.518,0
19475,97.523,0
19476,97.528,0
19477,97.533,0
19478,97.538,0
19479,97.543,0
19480,97.548,0
19481,97.553,0
19482,97.558,0
19483,97.563,0
19484,97.568,0
19485,97.573,0
19486,97.578,0
19487,97.583,0
19488,97.588,200.0016
19489,97.593,0
19490,97.598,0
19491,97.603,0
19492,97.608,0
19493,97.613,0
19494,97.618,0
19495,97.623,0
19496,97.628,0
19497,97.633,0
19498,97.638,0
19499,97.643,0
19500,97.648,0
19501,97.653,0
19502,97.658,0
19503,97.663,0
19504,97.668,0
19505,97.673,0
19506,97.678,0
19507,97.683,0
19508,97.688,0
19509,97.693,0
19510,97.698,0
19511,97.703,0
19512,97.708,200.0016
19513,97.713,0
19514,97.718,0
19515,97.723,0
19516,97.728,0
19517,97.733,0
19518,97.738,0
19519,97.743,0
19520,97.748,0
19521,97.753,0
19522,97.758,0
19523,97.763,0
19524,97.768,0
19525,97.773,0
19526,97.778,0
19527,97.783,200.0016
19528,97.788,47490.04112
19529,97.793,0
19530,97.798,0
19531,97.803,0
19532,97.808,0
19533,97.813,0
19534,97.818,0
19535,97.823,0
19536,97.828,0
19537,97.833,0
19538,97.838,0
19539,97.843,0
19540,97.848,0
19541,97.853,0
19542,97.858,0
19543,97.863,0
19544,97.868,0
19545,97.873,0
19546,97.878,0
19547,97.883,0
19548,97.888,0
19549,97.893,200.0016
19550,97.898,0
19551,97.903,0
19552,97.908,0
19553,97.913,0
19554,97.918,0
19555,97.923,0
19556,97.928,0
19557,97.933,0
19558,97.938,200.0016
19559,97.943,0
19560,97.948,200.0016
19561,97.953,0
19562,97.958,0
19563,97.963,0
19564,97.968,0
19565,97.973,200.0016
19566,97.978,0
19567,97.983,0
19568,97.988,0
19569,97.993,0
19570,97.998,0
19571,98.003,200.0016
19572,98.008,0
19573,98.013,0
19574,98.018,0
19575,98.023,0
19576,98.028,0
19577,98.034,0
19578,98.039,0
19579,98.044,0
19580,98.049,0
19581,98.054,0
19582,98.059,0
19583,98.064,0
19584,98.069,0
19585,98.074,0
19586,98.079,0
19587,98.084,0
19588,98.089,0
19589,98.094,0
19590,98.099,0
19591,98.104,0
19592,98.109,0
19593,98.114,0
19594,98.119,0
19595,98.124,0
19596,98.129,0
19597,98.134,0
19598,98.139,200.0016
19599,98.144,200.0016
19600,98.149,0
19601,98.154,0
19602,98.159,200.0016
19603,98.164,0
19604,98.169,0
19605,98.174,0
19606,98.179,0
19607,98.184,0
19608,98.189,0
19609,98.194,0
19610,98.199,200.0016
19611,98.204,0
19612,98.209,0
19613,98.214,0
19614,98.219,0
19615,98.224,0
19616,98.229,0
19617,98.234,0
19618,98.239,0
19619,98.244,0
19620,98.249,0
19621,98.254,0
19622,98.259,0
19623,98.264,0
19624,98.269,0
19625,98.274,0
19626,98.279,0
19627,98.284,0
19628,98.289,0
19629,98.294,0
19630,98.299,0
19631,98.304,200.0016
19632,98.309,0
19633,98.314,0
19634,98.319,0
19635,98.324,0
19636,98.329,0
19637,98.334,0
19638,98.339,0
19639,98.344,0
19640,98.349,0
19641,98.354,0
19642,98.359,0
19643,98.364,0
19644,98.369,200.0016
19645,98.374,0
19646,98.379,0
19647,98.384,0
19648,98.389,0
19649,98.394,0
19650,98.399,0
19651,98.404,0
19652,98.409,0
19653,98.414,0
19654,98.419,0
19655,98.424,0
19656,98.429,0
19657,98.434,0
19658,98.439,0
19659,98.444,0
19660,98.449,0
19661,98.454,200.0016
19662,98.459,0
19663,98.464,0
19664,98.469,0
19665,98.474,35851.33912
19666,98.479,4200.705719
19667,98.484,200.0016
19668,98.489,0
19669,98.494,0
19670,98.499,0
19671,98.504,0
19672,98.509,0
19673,98.514,200.0016
19674,98.519,0
19675,98.524,0
19676,98.529,0
19677,98.534,0
19678,98.539,200.0016
19679,98.544,200.0016
19680,98.549,0
19681,98.554,0
19682,98.559,0
19683,98.564,200.0016
19684,98.569,0
19685,98.574,0
19686,98.579,0
19687,98.584,0
19688,98.589,0
19689,98.594,0
19690,98.599,200.0016
19691,98.604,0
19692,98.609,0
19693,98.614,0
19694,98.619,200.0016
19695,98.624,200.0016
19696,98.629,0
19697,98.634,0
19698,98.639,0
19699,98.644,0
19700,98.649,0
19701,98.654,0
19702,98.659,0
19703,98.664,0
19704,98.669,0
19705,98.674,200.0016
19706,98.679,0
19707,98.684,0
19708,98.689,0
19709,98.694,0
19710,98.7,0
19711,98.705,0
19712,98.71,200.0016
19713,98.715,0
19714,98.72,200.0016
19715,98.725,0
19716,98.73,0
19717,98.735,0
19718,98.74,0
19719,98.745,200.0016
19720,98.75,0
19721,98.755,0
19722,98.76,0
19723,98.765,0
19724,98.77,0
19725,98.775,0
19726,98.78,0
19727,98.785,46887.77391
19728,98.79,0
19729,98.795,0
19730,98.8,200.0016
19731,98.805,0
19732,98.81,0
19733,98.815,200.0016
19734,98.82,0
19735,98.825,0
19736,98.83,0
19737,98.835,0
19738,98.84,0
19739,98.845,0
19740,98.85,0
19741,98.855,0
19742,98.86,200.0016
19743,98.865,0
19744,98.87,0
19745,98.875,1200.057603
19746,98.88,200.0016
19747,98.885,0
19748,98.89,0
19749,98.895,0
19750,98.9,0
19751,98.905,0
19752,98.91,200.0016
19753,98.915,0
19754,98.92,200.0016
19755,98.925,0
19756,98.93,200.0016
19757,98.935,0
19758,98.94,0
19759,98.945,0
19760,98.95,0
19761,98.955,0
19762,98.96,200.0016
19763,98.965,0
19764,98.97,0
19765,98.975,200.0016
19766,98.98,0
19767,98.985,200.0016
19768,98.99,0
19769,98.995,0
19770,99,0
19771,99.005,0
19772,99.01,0
19773,99.015,0
19774,99.02,0
19775,99.025,0
19776,99.03,0
19777,99.035,0
19778,99.04,0
19779,99.045,0
19780,99.05,0
19781,99.055,0
19782,99.06,0
19783,99.065,0
19784,99.07,0
19785,99.075,0
19786,99.08,0
19787,99.085,0
19788,99.09,0
19789,99.095,0
19790,99.1,0
19791,99.105,0
19792,99.11,0
19793,99.115,0
19794,99.12,0
19795,99.125,200.0016
19796,99.13,0
19797,99.135,400.0064001
19798,99.14,0
19799,99.145,0
19800,99.15,0
19801,99.155,0
19802,99.16,0
19803,99.165,400.0064001
19804,99.17,0
19805,99.175,200.0016
19806,99.18,0
19807,99.185,0
19808,99.19,0
19809,99.195,0
19810,99.2,0
19811,99.205,0
19812,99.21,0
19813,99.215,0
19814,99.22,0
19815,99.225,0
19816,99.23,200.0016
19817,99.235,0
19818,99.24,0
19819,99.245,0
19820,99.25,0
19821,99.255,0
19822,99.26,0
19823,99.265,0
19824,99.27,0
19825,99.275,0
19826,99.28,200.0016
19827,99.285,0
19828,99.29,0
19829,99.295,0
19830,99.3,0
19831,99.305,0
19832,99.31,0
19833,99.315,0
19834,99.32,0
19835,99.325,0
19836,99.33,0
19837,99.335,0
19838,99.34,200.0016
19839,99.345,42873.39926
19840,99.35,1000.040002
19841,99.355,0
19842,99.36,0
19843,99.365,0
19844,99.37,200.0016
19845,99.376,0
19846,99.381,0
19847,99.386,0
19848,99.391,0
19849,99.396,0
19850,99.401,0
19851,99.406,0
19852,99.411,0
19853,99.416,0
19854,99.421,0
19855,99.426,200.0016
19856,99.431,200.0016
19857,99.436,0
19858,99.441,0
19859,99.446,0
19860,99.451,0
19861,99.456,200.0016
19862,99.461,0
19863,99.466,0
19864,99.471,56728.43317
19865,99.476,0
19866,99.481,0
19867,99.486,0
19868,99.491,0
19869,99.496,0
19870,99.501,200.0016
19871,99.506,0
19872,99.511,0
19873,99.516,0
19874,99.521,0
19875,99.526,0
19876,99.531,200.0016
19877,99.536,0
19878,99.541,0
19879,99.546,0
19880,99.551,0
19881,99.556,0
19882,99.561,200.0016
19883,99.566,0
19884,99.571,0
19885,99.576,0
19886,99.581,200.0016
19887,99.586,0
19888,99.591,0
19889,99.596,0
19890,99.601,56326.62225
19891,99.606,0
19892,99.611,0
19893,99.616,0
19894,99.621,0
19895,99.626,0
19896,99.631,0
19897,99.636,66576.82806
19898,99.641,0
19899,99.646,0
19900,99.651,0
19901,99.656,200.0016
19902,99.661,0
19903,99.666,0
19904,99.671,0
19905,99.676,0
19906,99.681,0
19907,99.686,200.0016
19908,99.691,200.0016
19909,99.696,0
19910,99.701,0
19911,99.706,0
19912,99.711,0
19913,99.716,0
19914,99.721,0
19915,99.726,0
19916,99.731,0
19917,99.736,0
19918,99.741,0
19919,99.746,0
19920,99.751,0
19921,99.756,0
19922,99.761,0
19923,99.766,0
19924,99.771,0
19925,99.776,400.0064001
19926,99.781,0
19927,99.786,0
19928,99.791,0
19929,99.796,0
19930,99.801,0
19931,99.806,0
19932,99.811,0
19933,99.816,0
19934,99.821,0
19935,99.826,0
19936,99.831,0
19937,99.836,0
19938,99.841,0
19939,99.846,0
19940,99.851,0
19941,99.856,0
19942,99.861,0
19943,99.866,0
19944,99.871,200.0016
19945,99.876,200.0016
19946,99.881,0
19947,99.886,0
19948,99.891,0
19949,99.896,0
19950,99.901,0
19951,99.906,0
19952,99.911,0
19953,99.916,0
19954,99.921,0
19955,99.926,0
19956,99.931,0
19957,99.936,0
19958,99.941,0
19959,99.946,200.0016
19960,99.951,200.0016
19961,99.956,0
19962,99.961,0
19963,99.966,0
19964,99.971,0
19965,99.976,0
19966,99.981,0
19967,99.986,0
19968,99.991,0
19969,99.996,0
19970,100.001,0
19971,100.006,200.0016
19972,100.011,0
19973,100.016,0
19974,100.021,0
19975,100.026,0
19976,100.031,200.0016
19977,100.036,0
19978,100.042,0
19979,100.047,0
19980,100.052,200.0016
19981,100.057,0
19982,100.062,0
19983,100.067,0
19984,100.072,0
19985,100.077,0
19986,100.082,0
19987,100.087,0
19988,100.092,0
19989,100.097,0
19990,100.102,0
19991,100.107,0
19992,100.112,0
19993,100.117,200.0016
19994,100.122,0
19995,100.127,0
19996,100.132,0
19997,100.137,0
19998,100.142,0
19999,100.147,0
20000,100.152,0
20001,100.157,0
20002,100.162,0
20003,100.167,0
20004,100.172,0
20005,100.177,0
20006,100.182,0
20007,100.187,0
20008,100.192,200.0016
20009,100.197,0
20010,100.202,200.0016
20011,100.207,0
20012,100.212,0
20013,100.217,0
20014,100.222,0
20015,100.227,0
20016,100.232,0
20017,100.237,0
20018,100.242,200.0016
20019,100.247,0
20020,100.252,200.0016
20021,100.257,0
20022,100.262,0
20023,100.267,0
20024,100.272,0
20025,100.277,0
20026,100.282,0
20027,100.287,0
20028,100.292,0
20029,100.297,0
20030,100.302,200.0016
20031,100.307,0
20032,100.312,0
20033,100.317,200.0016
20034,100.322,0
20035,100.327,200.0016
20036,100.332,200.0016
20037,100.337,0
20038,100.342,0
20039,100.347,0
20040,100.352,0
20041,100.357,200.0016
20042,100.362,0
20043,100.367,0
20044,100.372,0
20045,100.377,0
20046,100.382,0
20047,100.387,0
20048,100.392,200.0016
20049,100.397,0
20050,100.402,0
20051,100.407,0
20052,100.412,0
20053,100.417,0
20054,100.422,0
20055,100.427,0
20056,100.432,0
20057,100.437,0
20058,100.442,0
20059,100.447,0
20060,100.452,0
20061,100.457,0
20062,100.462,0
20063,100.467,0
20064,100.472,0
20065,100.477,0
20066,100.482,0
20067,100.487,0
20068,100.492,400.0064001
20069,100.497,0
20070,100.502,0
20071,100.507,0
20072,100.512,0
20073,100.517,0
20074,100.522,0
20075,100.527,0
20076,100.532,0
20077,100.537,0
20078,100.542,0
20079,100.547,200.0016
20080,100.552,0
20081,100.557,200.0016
20082,100.562,0
20083,100.567,0
20084,100.572,200.0016
20085,100.577,0
20086,100.582,0
20087,100.587,0
20088,100.592,0
20089,100.597,0
20090,100.602,0
20091,100.607,400.0064001
20092,100.612,0
20093,100.617,0
20094,100.622,0
20095,100.627,0
20096,100.632,200.0016
20097,100.637,0
20098,100.642,0
20099,100.647,0
20100,100.652,0
20101,100.657,0
20102,100.662,0
20103,100.667,0
20104,100.672,0
20105,100.677,0
20106,100.682,0
20107,100.687,0
20108,100.692,0
20109,100.697,0
20110,100.702,0
20111,100.707,0
20112,100.712,0
20113,100.718,0
20114,100.723,0
20115,100.728,0
20116,100.733,200.0016
20117,100.738,0
20118,100.743,0
20119,100.748,0
20120,100.753,0
20121,100.758,0
20122,100.763,0
20123,100.768,0
20124,100.773,0
20125,100.778,0
20126,100.783,0
20127,100.788,0
20128,100.793,0
20129,100.798,0
20130,100.803,0
20131,100.808,0
20132,100.813,0
20133,100.818,0
20134,100.823,0
20135,100.828,0
20136,100.833,200.0016
20137,100.838,0
20138,100.843,0
20139,100.848,200.0016
20140,100.853,0
20141,100.858,43475.47342
20142,100.863,0
20143,100.868,0
20144,100.873,400.0064001
20145,100.878,0
20146,100.883,0
20147,100.888,0
20148,100.893,0
20149,100.898,0
20150,100.903,0
20151,100.908,0
20152,100.913,0
20153,100.918,0
20154,100.923,400.0064001
20155,100.928,0
20156,100.933,0
20157,100.938,0
20158,100.943,0
20159,100.948,0
20160,100.953,0
20161,100.958,0
20162,100.963,0
20163,100.968,0
20164,100.973,0
20165,100.978,0
20166,100.983,0
20167,100.988,0
20168,100.993,0
20169,100.998,0
20170,101.003,0
20171,101.008,0
20172,101.013,0
20173,101.018,0
20174,101.023,0
20175,101.028,0
20176,101.033,0
20177,101.038,200.0016
20178,101.043,0
20179,101.048,0
20180,101.053,0
20181,101.058,0
20182,101.063,0
20183,101.068,0
20184,101.073,0
20185,101.078,0
20186,101.083,0
20187,101.088,0
20188,101.093,0
20189,101.098,0
20190,101.103,0
20191,101.108,0
20192,101.113,0
20193,101.118,44679.7086
20194,101.123,0
20195,101.128,0
20196,101.133,200.0016
20197,101.138,48293.10911
20198,101.143,0
20199,101.148,0
20200,101.153,0
20201,101.158,0
20202,101.163,0
20203,101.168,0
20204,101.173,0
20205,101.178,0
20206,101.183,0
20207,101.188,0
20208,101.193,0
20209,101.198,0
20210,101.203,0
20211,101.208,0
20212,101.213,0
20213,101.218,0
20214,101.223,0
20215,101.228,200.0016
20216,101.233,0
20217,101.238,0
20218,101.243,0
20219,101.248,0
20220,101.253,200.0016
20221,101.258,400.0064001
20222,101.263,0
20223,101.268,0
20224,101.273,0
20225,101.278,0
20226,101.283,0
20227,101.288,0
20228,101.293,0
20229,101.298,0
20230,101.303,0
20231,101.308,200.0016
20232,101.313,0
20233,101.318,200.0016
20234,101.323,0
20235,101.328,200.0016
20236,101.333,0
20237,101.338,0
20238,101.343,0
20239,101.348,200.0016
20240,101.353,0
20241,101.358,200.0016
20242,101.363,0
20243,101.368,0
20244,101.373,0
20245,101.378,0
20246,101.384,0
20247,101.388,0
20248,101.394,0
20249,101.399,0
20250,101.404,0
20251,101.409,0
20252,101.414,200.0016
20253,101.419,0
20254,101.424,0
20255,101.429,0
20256,101.434,0
20257,101.439,0
20258,101.444,0
20259,101.449,400.0064001
20260,101.454,0
20261,101.459,0
20262,101.464,0
20263,101.469,0
20264,101.474,0
20265,101.479,0
20266,101.484,0
20267,101.489,0
20268,101.494,200.0016
20269,101.499,0
20270,101.504,0
20271,101.509,0
20272,101.514,0
20273,101.519,0
20274,101.524,0
20275,101.529,0
20276,101.534,0
20277,101.539,0
20278,101.544,0
20279,101.549,200.0016
20280,101.554,0
20281,101.559,0
20282,101.564,0
20283,101.569,0
20284,101.574,0
20285,101.579,0
20286,101.584,0
20287,101.589,0
20288,101.594,200.0016
20289,101.599,0
20290,101.604,0
20291,101.609,0
20292,101.614,0
20293,101.619,0
20294,101.624,0
20295,101.629,0
20296,101.634,0
20297,101.639,0
20298,101.644,0
20299,101.649,0
20300,101.654,0
20301,101.659,0
20302,101.664,0
20303,101.669,0
20304,101.674,0
20305,101.679,200.0016
20306,101.684,0
20307,101.689,0
20308,101.694,0
20309,101.699,400.0064001
20310,101.704,200.0016
20311,101.709,0
20312,101.714,0
20313,101.719,0
20314,101.724,200.0016
20315,101.729,200.0016
20316,101.734,0
20317,101.739,0
20318,101.744,0
20319,101.749,200.0016
20320,101.754,0
20321,101.759,0
20322,101.764,0
20323,101.769,200.0016
20324,101.774,0
20325,101.779,0
20326,101.784,0
20327,101.789,200.0016
20328,101.794,0
20329,101.799,0
20330,101.804,0
20331,101.809,0
20332,101.814,0
20333,101.819,0
20334,101.824,44278.28401
20335,101.829,0
20336,101.834,0
20337,101.839,0
20338,101.844,0
20339,101.849,0
20340,101.854,0
20341,101.859,0
20342,101.864,0
20343,101.869,0
20344,101.874,0
20345,101.879,0
20346,101.884,0
20347,101.889,0
20348,101.894,0
20349,101.899,0
20350,101.904,200.0016
20351,101.909,0
20352,101.914,0
20353,101.919,53313.45102
20354,101.924,0
20355,101.929,0
20356,101.934,0
20357,101.939,0
20358,101.944,0
20359,101.949,0
20360,101.954,0
20361,101.959,0
20362,101.964,0
20363,101.969,0
20364,101.974,0
20365,101.979,0
20366,101.984,200.0016
20367,101.989,0
20368,101.994,0
20369,101.999,0
20370,102.004,200.0016
20371,102.009,200.0016
20372,102.014,200.0016
20373,102.019,58536.74183
20374,102.024,0
20375,102.029,0
20376,102.034,200.0016
20377,102.039,0
20378,102.044,0
20379,102.049,0
20380,102.054,0
20381,102.06,0
20382,102.065,0
20383,102.07,0
20384,102.075,0
20385,102.08,0
20386,102.085,0
20387,102.09,200.0016
20388,102.095,0
20389,102.1,38258.45893
20390,102.105,800.0256008
20391,102.11,0
20392,102.115,0
20393,102.12,0
20394,102.125,0
20395,102.13,200.0016
20396,102.135,0
20397,102.14,0
20398,102.145,0
20399,102.15,0
20400,102.155,0
20401,102.16,0
20402,102.165,0
20403,102.17,200.0016
20404,102.175,0
20405,102.18,0
20406,102.185,0
20407,102.19,0
20408,102.195,0
20409,102.2,0
20410,102.205,0
20411,102.21,0
20412,102.215,200.0016
20413,102.22,200.0016
20414,102.225,0
20415,102.23,0
20416,102.235,0
20417,102.24,0
20418,102.245,200.0016
20419,102.25,0
20420,102.255,0
20421,102.26,0
20422,102.265,0
20423,102.27,0
20424,102.275,0
20425,102.28,200.0016
20426,102.285,0
20427,102.29,45281.86962
20428,102.295,0
20429,102.3,200.0016
20430,102.305,200.0016
20431,102.31,0
20432,102.315,0
20433,102.32,0
20434,102.325,0
20435,102.33,200.0016
20436,102.335,0
20437,102.34,200.0016
20438,102.345,0
20439,102.35,0
20440,102.355,0
20441,102.36,0
20442,102.365,0
20443,102.37,0
20444,102.375,0
20445,102.38,0
20446,102.385,0
20447,102.39,29635.08794
20448,102.395,1400.078404
20449,102.4,0
20450,102.405,0
20451,102.41,0
20452,102.415,0
20453,102.42,200.0016
20454,102.425,0
20455,102.43,200.0016
20456,102.435,0
20457,102.44,0
20458,102.445,0
20459,102.45,0
20460,102.455,0
20461,102.46,0
20462,102.465,0
20463,102.47,0
20464,102.475,0
